city,zone,vehicle_type,platform,season,month,avg_daily_orders,avg_daily_hours,effective_heat_days,effective_rain_days,effective_aqi_days,zone_flood_risk,zone_risk_score
Hyderabad,HITEC City,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,21,13,0.85,0.1,0.3,1.25,1.05
Delhi,Yamuna Floodplain,Two-Wheeler EV,Swiggy,Post-monsoon,10,10,12,1.4,0.6,35.0,1.5,1.46
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Monsoon,9,29,7,0.0,0.36,0.6,1.4,1.17
Mumbai,Parel,Bicycle,Zomato,Winter,2,25,9,0.0,0.6,1.6,1.3,1.06
Delhi,Saket,Two-Wheeler ICE,Both,Monsoon,6,39,10,12.6,0.9,5.0,1.05,1.41
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Winter,2,27,11,0.2,0.2,3.2,1.38,1.16
Chennai,Anna Nagar,Two-Wheeler ICE,Swiggy,Monsoon,6,10,13,1.8,2.4,0.4,1.05,1.07
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Post-monsoon,10,38,8,0.0,4.8,1.4,1.3,1.26
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,14,9,12.6,0.3,10.0,1.35,1.44
Delhi,Azad Market,Bicycle,Both,Pre-monsoon,3,41,13,4.2,0.075,20.0,1.35,1.43
Bengaluru,Indiranagar,Two-Wheeler EV,Both,Winter,2,16,7,0.0,0.03,2.4,1.1,0.97
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Pre-monsoon,5,33,13,12.6,0.3,10.0,1.5,1.5
Bengaluru,Koramangala,Bicycle,Zomato,Winter,1,11,12,0.0,0.03,2.7,1.2,0.95
Bengaluru,Mahadevapura,Two-Wheeler ICE,Zomato,Monsoon,8,33,8,0.0,0.54,0.3,1.5,1.27
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Post-monsoon,10,19,12,0.0,4.8,1.4,1.25,1.19
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Monsoon,8,43,9,1.4,1.35,5.0,1.1,1.2
Mumbai,Andheri,Two-Wheeler EV,Swiggy,Post-monsoon,10,24,10,0.0,4.8,1.4,1.3,1.18
Hyderabad,Madhapur,Two-Wheeler EV,Swiggy,Post-monsoon,11,43,11,0.17,0.25,1.35,1.3,1.08
Delhi,Yamuna Floodplain,Two-Wheeler EV,Zomato,Post-monsoon,10,44,6,1.4,0.6,35.0,1.5,1.5
Chennai,Adyar,Two-Wheeler ICE,Zomato,Post-monsoon,10,32,6,0.2,1.6,2.8,1.4,1.22
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Pre-monsoon,4,32,12,0.0,0.06,0.6,1.45,1.17
Hyderabad,Charminar,Two-Wheeler EV,Zomato,Monsoon,9,37,8,0.17,0.6,0.3,1.35,1.17
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Post-monsoon,10,13,6,0.0,4.8,1.4,1.35,1.19
Bengaluru,Bellandur,Two-Wheeler ICE,Both,Winter,1,11,7,0.0,0.03,2.7,1.45,1.13
Delhi,Saket,Two-Wheeler ICE,Swiggy,Winter,1,27,10,1.4,0.075,45.0,1.05,1.34
Chennai,Adyar,Two-Wheeler ICE,Zomato,Winter,12,21,13,0.2,0.2,3.6,1.4,1.18
Chennai,Adyar,Two-Wheeler ICE,Zomato,Pre-monsoon,4,26,11,1.0,0.4,0.8,1.4,1.14
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Post-monsoon,11,19,13,0.0,3.0,1.8,1.3,1.16
Bengaluru,Koramangala,Two-Wheeler ICE,Zomato,Monsoon,7,38,6,0.0,0.54,0.3,1.2,1.12
Hyderabad,Madhapur,Two-Wheeler EV,Swiggy,Pre-monsoon,4,21,10,0.85,0.1,0.3,1.3,1.04
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Monsoon,9,23,6,1.4,0.9,10.0,1.35,1.32
Mumbai,Parel,Two-Wheeler ICE,Zomato,Monsoon,8,44,8,0.0,10.8,0.2,1.3,1.5
Mumbai,Dharavi,Two-Wheeler EV,Swiggy,Monsoon,8,29,7,0.0,10.8,0.2,1.35,1.45
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Monsoon,7,20,7,0.0,10.8,0.2,1.3,1.45
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Winter,1,36,11,1.4,0.075,45.0,1.05,1.39
Mumbai,Dharavi,Two-Wheeler ICE,Both,Pre-monsoon,5,33,11,0.0,2.4,0.4,1.35,1.2
Bengaluru,Whitefield,Two-Wheeler EV,Zomato,Pre-monsoon,3,26,8,0.0,0.03,1.2,1.4,1.08
Delhi,Connaught Place,Two-Wheeler EV,Swiggy,Pre-monsoon,5,10,11,12.6,0.3,10.0,1.05,1.26
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Winter,1,34,10,1.4,0.075,45.0,1.05,1.39
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Winter,1,41,8,1.4,0.075,45.0,1.1,1.41
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Monsoon,8,13,9,0.0,10.8,0.2,1.3,1.4
Delhi,Saket,Two-Wheeler ICE,Swiggy,Post-monsoon,11,26,11,1.4,0.375,45.0,1.05,1.31
Chennai,Velachery,Two-Wheeler ICE,Zomato,Winter,12,21,7,0.2,0.2,3.6,1.4,1.18
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Winter,12,36,13,0.0,0.6,1.8,1.25,1.14
Mumbai,Parel,Two-Wheeler ICE,Swiggy,Winter,2,37,13,0.0,0.6,1.6,1.3,1.16
Chennai,Velachery,Two-Wheeler EV,Swiggy,Monsoon,9,26,6,0.2,2.4,0.8,1.4,1.22
Bengaluru,Indiranagar,Bicycle,Swiggy,Winter,2,17,10,0.0,0.03,2.4,1.1,0.95
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,23,12,0.0,1.2,0.4,1.35,1.11
Delhi,Yamuna Floodplain,Two-Wheeler EV,Both,Post-monsoon,10,18,9,1.4,0.6,35.0,1.5,1.5
Chennai,Velachery,Two-Wheeler ICE,Zomato,Post-monsoon,11,16,13,0.2,1.0,3.6,1.4,1.16
Delhi,Saket,Two-Wheeler ICE,Zomato,Pre-monsoon,3,17,10,4.2,0.075,20.0,1.05,1.28
Mumbai,Wadala,Two-Wheeler ICE,Swiggy,Post-monsoon,11,36,7,0.0,3.0,1.8,1.25,1.18
Mumbai,Andheri,Two-Wheeler EV,Swiggy,Pre-monsoon,3,33,13,0.0,0.6,0.8,1.3,1.09
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Pre-monsoon,3,27,6,0.0,0.6,0.8,1.45,1.15
Bengaluru,Mahadevapura,Two-Wheeler EV,Zomato,Winter,12,15,6,0.0,0.03,2.7,1.5,1.17
Mumbai,Bandra,Two-Wheeler ICE,Both,Pre-monsoon,4,40,10,0.0,1.2,0.4,1.1,1.04
Mumbai,Dharavi,Bicycle,Zomato,Monsoon,7,41,13,0.0,10.8,0.2,1.35,1.48
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Post-monsoon,11,26,9,1.4,0.375,45.0,1.5,1.5
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Monsoon,6,13,10,1.8,2.4,0.4,1.38,1.23
Chennai,Anna Nagar,Two-Wheeler ICE,Both,Monsoon,8,22,10,0.2,3.6,0.4,1.05,1.11
Delhi,Connaught Place,Bicycle,Swiggy,Pre-monsoon,5,28,10,12.6,0.3,10.0,1.05,1.29
Bengaluru,Bellandur,Bicycle,Zomato,Monsoon,6,15,13,0.0,0.36,0.3,1.45,1.14
Mumbai,Dharavi,Two-Wheeler EV,Zomato,Winter,2,11,6,0.0,0.6,1.6,1.35,1.05
Hyderabad,Charminar,Two-Wheeler EV,Swiggy,Winter,1,11,12,0.17,0.05,1.35,1.35,1.04
Chennai,Velachery,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,34,9,1.0,0.4,0.8,1.4,1.19
Mumbai,Parel,Two-Wheeler EV,Zomato,Post-monsoon,10,16,11,0.0,4.8,1.4,1.3,1.18
Delhi,Lajpat Nagar,Two-Wheeler ICE,Both,Pre-monsoon,3,13,10,4.2,0.075,20.0,1.1,1.25
Delhi,ITO,Two-Wheeler ICE,Zomato,Monsoon,8,39,10,1.4,1.35,5.0,1.4,1.35
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Winter,2,38,7,0.0,0.6,1.6,1.45,1.23
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Post-monsoon,11,26,10,0.0,0.15,2.7,1.45,1.14
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Pre-monsoon,3,28,6,4.2,0.075,20.0,1.1,1.3
Delhi,Azad Market,Two-Wheeler ICE,Both,Monsoon,9,14,10,1.4,0.9,10.0,1.35,1.27
Delhi,ITO,Two-Wheeler ICE,Swiggy,Monsoon,8,24,6,1.4,1.35,5.0,1.4,1.3
Bengaluru,Bellandur,Two-Wheeler EV,Swiggy,Monsoon,9,22,13,0.0,0.36,0.6,1.45,1.16
Delhi,Lajpat Nagar,Two-Wheeler EV,Zomato,Monsoon,9,37,11,1.4,0.9,10.0,1.1,1.21
Mumbai,Kurla,Two-Wheeler ICE,Zomato,Monsoon,9,17,11,0.0,7.2,0.4,1.35,1.38
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,27,10,7.0,0.15,10.0,1.1,1.27
Mumbai,Bandra,Bicycle,Zomato,Winter,1,28,8,0.0,0.6,1.8,1.1,0.96
Mumbai,Chembur,Two-Wheeler EV,Swiggy,Monsoon,7,42,13,0.0,10.8,0.2,1.45,1.5
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Post-monsoon,11,31,12,1.4,0.375,45.0,1.05,1.36
Hyderabad,Banjara Hills,Two-Wheeler ICE,Zomato,Post-monsoon,11,19,11,0.17,0.25,1.35,1.05,0.93
Bengaluru,Koramangala,Two-Wheeler EV,Zomato,Monsoon,6,15,10,0.0,0.36,0.3,1.2,1.04
Chennai,Anna Nagar,Two-Wheeler ICE,Zomato,Pre-monsoon,4,42,13,1.0,0.4,0.8,1.05,1.02
Mumbai,Parel,Two-Wheeler ICE,Swiggy,Monsoon,8,24,10,0.0,10.8,0.2,1.3,1.45
Delhi,Saket,Two-Wheeler ICE,Zomato,Monsoon,6,27,10,12.6,0.9,5.0,1.05,1.36
Mumbai,Parel,Two-Wheeler ICE,Zomato,Monsoon,8,19,7,0.0,10.8,0.2,1.3,1.45
Mumbai,Chembur,Two-Wheeler EV,Both,Monsoon,6,15,13,0.0,7.2,0.2,1.45,1.4
Chennai,Pallikaranai,Two-Wheeler ICE,Swiggy,Monsoon,7,38,6,0.4,3.6,0.4,1.45,1.37
Mumbai,Bandra,Two-Wheeler EV,Swiggy,Winter,2,43,12,0.0,0.6,1.6,1.1,1.03
Bengaluru,Whitefield,Two-Wheeler EV,Zomato,Post-monsoon,11,32,13,0.0,0.15,2.7,1.4,1.14
Delhi,ITO,Two-Wheeler ICE,Zomato,Post-monsoon,11,43,10,1.4,0.375,45.0,1.4,1.5
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Monsoon,8,33,7,0.0,10.8,0.2,1.25,1.48
Mumbai,Parel,Two-Wheeler EV,Zomato,Post-monsoon,10,39,10,0.0,4.8,1.4,1.3,1.23
Hyderabad,Banjara Hills,Two-Wheeler ICE,Zomato,Post-monsoon,10,44,10,0.17,0.4,1.05,1.05,0.99
Hyderabad,Begumpet,Bicycle,Swiggy,Pre-monsoon,5,42,6,1.53,0.2,0.3,1.2,1.05
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,25,6,0.0,0.12,0.6,1.1,0.95
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Post-monsoon,10,15,6,1.4,0.6,35.0,1.05,1.32
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Post-monsoon,11,18,12,0.0,0.15,2.7,1.45,1.14
Bengaluru,Indiranagar,Two-Wheeler ICE,Zomato,Monsoon,7,30,7,0.0,0.54,0.3,1.1,1.02
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Post-monsoon,11,25,13,0.0,3.0,1.8,1.25,1.13
Bengaluru,Whitefield,Two-Wheeler ICE,Both,Monsoon,9,11,6,0.0,0.36,0.6,1.4,1.12
Chennai,Anna Nagar,Bicycle,Swiggy,Post-monsoon,10,29,9,0.2,1.6,2.8,1.05,0.95
Hyderabad,HITEC City,Two-Wheeler ICE,Swiggy,Winter,2,33,8,0.17,0.05,1.2,1.25,1.12
Delhi,Yamuna Floodplain,Two-Wheeler EV,Swiggy,Pre-monsoon,4,29,11,7.0,0.15,10.0,1.5,1.44
Delhi,ITO,Two-Wheeler ICE,Swiggy,Winter,1,34,10,1.4,0.075,45.0,1.4,1.5
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Winter,1,24,6,0.0,0.6,1.8,1.3,1.11
Delhi,Yamuna Floodplain,Two-Wheeler EV,Zomato,Pre-monsoon,3,32,9,4.2,0.075,20.0,1.5,1.5
Delhi,Yamuna Floodplain,Two-Wheeler EV,Zomato,Monsoon,8,24,6,1.4,1.35,5.0,1.5,1.32
Chennai,Velachery,Two-Wheeler ICE,Zomato,Post-monsoon,11,23,12,0.2,1.0,3.6,1.4,1.16
Chennai,Pallikaranai,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,41,13,1.0,0.4,0.8,1.45,1.22
Mumbai,Chembur,Two-Wheeler ICE,Both,Post-monsoon,11,30,11,0.0,3.0,1.8,1.45,1.23
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,43,7,0.0,0.6,0.8,1.35,1.15
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,31,8,0.0,0.6,0.8,1.3,1.12
Mumbai,Parel,Two-Wheeler ICE,Zomato,Winter,2,19,8,0.0,0.6,1.6,1.3,1.11
Delhi,Saket,Two-Wheeler ICE,Zomato,Pre-monsoon,5,21,7,12.6,0.3,10.0,1.05,1.34
Chennai,Velachery,Bicycle,Zomato,Monsoon,6,44,10,1.8,2.4,0.4,1.4,1.29
Mumbai,Kurla,Two-Wheeler ICE,Zomato,Pre-monsoon,5,40,13,0.0,2.4,0.4,1.35,1.2
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Monsoon,9,35,6,0.0,7.2,0.4,1.1,1.31
Chennai,Sholinganallur,Two-Wheeler ICE,Zomato,Pre-monsoon,3,25,8,0.6,0.2,1.6,1.35,1.11
Delhi,Azad Market,Two-Wheeler EV,Swiggy,Post-monsoon,11,34,13,1.4,0.375,45.0,1.35,1.48
Hyderabad,Charminar,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,19,12,0.51,0.05,0.6,1.35,1.09
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Post-monsoon,11,28,8,0.0,3.0,1.8,1.3,1.16
Chennai,Pallikaranai,Two-Wheeler EV,Zomato,Post-monsoon,11,12,8,0.2,1.0,3.6,1.45,1.11
Hyderabad,HITEC City,Bicycle,Zomato,Monsoon,6,39,7,1.53,0.6,0.15,1.25,1.14
Chennai,Perungudi,Bicycle,Swiggy,Winter,12,38,12,0.2,0.2,3.6,1.38,1.17
Delhi,Lajpat Nagar,Two-Wheeler EV,Both,Pre-monsoon,5,26,11,12.6,0.3,10.0,1.1,1.34
Mumbai,Kurla,Two-Wheeler ICE,Zomato,Post-monsoon,10,41,11,0.0,4.8,1.4,1.35,1.29
Delhi,ITO,Two-Wheeler EV,Swiggy,Winter,12,28,9,1.4,0.075,45.0,1.4,1.48
Hyderabad,Begumpet,Two-Wheeler ICE,Both,Post-monsoon,11,15,11,0.17,0.25,1.35,1.2,1.01
Chennai,Adyar,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,17,10,1.0,0.4,0.8,1.4,1.14
Delhi,Saket,Two-Wheeler ICE,Zomato,Post-monsoon,10,26,12,1.4,0.6,35.0,1.05,1.32
Bengaluru,Koramangala,Two-Wheeler ICE,Both,Pre-monsoon,5,33,12,0.0,0.12,0.6,1.2,1.05
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Pre-monsoon,5,29,6,12.6,0.3,10.0,1.5,1.5
Mumbai,Dharavi,Two-Wheeler EV,Swiggy,Monsoon,7,16,9,0.0,10.8,0.2,1.35,1.45
Delhi,Saket,Bicycle,Swiggy,Post-monsoon,10,15,10,1.4,0.6,35.0,1.05,1.27
Chennai,Sholinganallur,Two-Wheeler ICE,Swiggy,Monsoon,6,26,11,1.8,2.4,0.4,1.35,1.27
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Both,Pre-monsoon,3,37,6,4.2,0.075,20.0,1.5,1.5
Bengaluru,Whitefield,Two-Wheeler EV,Swiggy,Pre-monsoon,4,39,7,0.0,0.06,0.6,1.4,1.12
Mumbai,Kurla,Bicycle,Zomato,Pre-monsoon,5,36,12,0.0,2.4,0.4,1.35,1.15
Mumbai,Parel,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,37,9,0.0,2.4,0.4,1.3,1.18
Delhi,Saket,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,40,13,4.2,0.075,20.0,1.05,1.33
Bengaluru,Koramangala,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,20,9,0.0,0.12,0.6,1.2,1.0
Mumbai,Bandra,Bicycle,Swiggy,Pre-monsoon,4,25,12,0.0,1.2,0.4,1.1,0.94
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Monsoon,6,20,8,1.8,2.4,0.4,1.38,1.28
Hyderabad,Charminar,Two-Wheeler ICE,Zomato,Monsoon,8,18,11,0.17,0.9,0.15,1.35,1.16
Delhi,Saket,Two-Wheeler EV,Swiggy,Pre-monsoon,4,37,8,7.0,0.15,10.0,1.05,1.27
Mumbai,Bandra,Two-Wheeler EV,Swiggy,Monsoon,7,42,7,0.0,10.8,0.2,1.1,1.37
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Winter,12,33,13,0.0,0.6,1.8,1.35,1.19
Chennai,Anna Nagar,Two-Wheeler ICE,Swiggy,Monsoon,9,36,10,0.2,2.4,0.8,1.05,1.12
Delhi,ITO,Two-Wheeler EV,Zomato,Winter,1,32,11,1.4,0.075,45.0,1.4,1.5
Chennai,Pallikaranai,Two-Wheeler ICE,Swiggy,Post-monsoon,11,10,7,0.2,1.0,3.6,1.45,1.14
Delhi,Azad Market,Two-Wheeler ICE,Zomato,Winter,12,37,7,1.4,0.075,45.0,1.35,1.5
Hyderabad,Begumpet,Two-Wheeler ICE,Swiggy,Monsoon,9,37,11,0.17,0.6,0.3,1.2,1.13
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Post-monsoon,10,43,10,1.4,0.6,35.0,1.05,1.37
Hyderabad,Madhapur,Bicycle,Zomato,Pre-monsoon,5,15,6,1.53,0.2,0.3,1.3,1.05
Bengaluru,Koramangala,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,16,13,0.0,0.03,1.2,1.2,1.01
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Winter,1,12,6,0.0,0.6,1.8,1.3,1.06
Delhi,Lajpat Nagar,Two-Wheeler EV,Swiggy,Pre-monsoon,4,14,8,7.0,0.15,10.0,1.1,1.19
Hyderabad,Banjara Hills,Two-Wheeler ICE,Both,Winter,1,27,7,0.17,0.05,1.35,1.05,0.97
Chennai,Anna Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,32,13,1.8,0.8,0.8,1.05,1.06
Delhi,Lajpat Nagar,Two-Wheeler EV,Swiggy,Pre-monsoon,5,18,9,12.6,0.3,10.0,1.1,1.34
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Monsoon,8,19,9,0.0,10.8,0.2,1.45,1.5
Chennai,Sholinganallur,Two-Wheeler EV,Swiggy,Monsoon,6,11,12,1.8,2.4,0.4,1.35,1.19
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Winter,12,29,8,0.0,0.03,2.7,1.45,1.18
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Monsoon,9,28,8,0.0,0.36,0.6,1.45,1.19
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Winter,12,18,8,0.0,0.03,2.7,1.4,1.15
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Winter,12,15,9,0.0,0.03,2.7,1.4,1.15
Chennai,Velachery,Two-Wheeler EV,Swiggy,Post-monsoon,11,35,13,0.2,1.0,3.6,1.4,1.18
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Winter,1,27,8,1.4,0.075,45.0,1.5,1.5
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Monsoon,7,20,12,0.4,3.6,0.4,1.38,1.28
Mumbai,Andheri,Bicycle,Zomato,Post-monsoon,11,29,8,0.0,3.0,1.8,1.3,1.11
Chennai,Pallikaranai,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,36,6,1.0,0.4,0.8,1.45,1.22
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Post-monsoon,11,10,6,0.0,3.0,1.8,1.3,1.11
Chennai,Velachery,Two-Wheeler ICE,Zomato,Pre-monsoon,5,21,6,1.8,0.8,0.8,1.4,1.18
Bengaluru,Sarjapur Road,Bicycle,Swiggy,Pre-monsoon,4,40,12,0.0,0.06,0.6,1.45,1.12
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Post-monsoon,10,21,10,0.0,4.8,1.4,1.35,1.24
Delhi,ITO,Two-Wheeler EV,Zomato,Post-monsoon,10,30,7,1.4,0.6,35.0,1.4,1.46
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Monsoon,8,35,13,0.2,3.6,0.4,1.38,1.33
Delhi,Yamuna Floodplain,Bicycle,Zomato,Monsoon,6,31,10,12.6,0.9,5.0,1.5,1.5
Delhi,Yamuna Floodplain,Bicycle,Both,Pre-monsoon,3,42,10,4.2,0.075,20.0,1.5,1.5
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Monsoon,6,33,11,0.0,0.36,0.3,1.4,1.22
Hyderabad,Banjara Hills,Two-Wheeler ICE,Zomato,Winter,1,17,8,0.17,0.05,1.35,1.05,0.97
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Monsoon,7,10,11,2.8,1.35,5.0,1.1,1.14
Chennai,Sholinganallur,Two-Wheeler ICE,Swiggy,Winter,2,41,11,0.2,0.2,3.2,1.35,1.2
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Winter,2,16,9,0.0,0.03,2.4,1.5,1.2
Bengaluru,Koramangala,Two-Wheeler ICE,Zomato,Winter,2,17,7,0.0,0.03,2.4,1.2,1.05
Hyderabad,Charminar,Two-Wheeler ICE,Swiggy,Monsoon,8,13,13,0.17,0.9,0.15,1.35,1.11
Delhi,ITO,Two-Wheeler ICE,Zomato,Monsoon,9,14,8,1.4,0.9,10.0,1.4,1.29
Delhi,ITO,Bicycle,Swiggy,Post-monsoon,10,39,12,1.4,0.6,35.0,1.4,1.49
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Post-monsoon,10,23,12,0.0,0.24,2.1,1.45,1.14
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Pre-monsoon,4,25,11,0.0,0.06,0.6,1.45,1.12
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Winter,1,14,12,0.0,0.6,1.8,1.45,1.14
Bengaluru,Indiranagar,Bicycle,Zomato,Pre-monsoon,3,40,13,0.0,0.03,1.2,1.1,0.96
Chennai,Anna Nagar,Bicycle,Swiggy,Pre-monsoon,3,11,11,0.6,0.2,1.6,1.05,0.86
Mumbai,Chembur,Two-Wheeler EV,Zomato,Monsoon,8,25,10,0.0,10.8,0.2,1.45,1.5
Hyderabad,Banjara Hills,Two-Wheeler EV,Both,Monsoon,7,37,7,0.34,0.9,0.15,1.05,1.04
Hyderabad,Madhapur,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,38,9,1.53,0.2,0.3,1.3,1.15
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Monsoon,6,44,12,0.0,0.36,0.3,1.5,1.27
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Winter,12,41,9,0.0,0.03,2.7,1.4,1.2
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Pre-monsoon,4,36,6,1.0,0.4,0.8,1.38,1.18
Delhi,Azad Market,Bicycle,Swiggy,Post-monsoon,11,21,6,1.4,0.375,45.0,1.35,1.41
Delhi,Azad Market,Two-Wheeler ICE,Zomato,Monsoon,9,18,7,1.4,0.9,10.0,1.35,1.32
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Post-monsoon,10,29,11,1.4,0.6,35.0,1.1,1.34
Chennai,Anna Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,42,11,0.6,0.2,1.6,1.05,1.01
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Monsoon,9,15,13,1.4,0.9,10.0,1.1,1.19
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Winter,12,24,11,0.0,0.6,1.8,1.35,1.14
Bengaluru,Indiranagar,Two-Wheeler EV,Zomato,Monsoon,7,34,8,0.0,0.54,0.3,1.1,1.04
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Both,Pre-monsoon,3,22,11,0.0,0.03,1.2,1.45,1.13
Delhi,ITO,Two-Wheeler EV,Swiggy,Post-monsoon,10,42,10,1.4,0.6,35.0,1.4,1.5
Chennai,Perungudi,Bicycle,Swiggy,Pre-monsoon,4,18,13,1.0,0.4,0.8,1.38,1.08
Delhi,Azad Market,Two-Wheeler EV,Both,Pre-monsoon,3,22,9,4.2,0.075,20.0,1.35,1.4
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Post-monsoon,11,31,6,0.0,0.15,2.7,1.4,1.17
Bengaluru,Whitefield,Two-Wheeler ICE,Zomato,Pre-monsoon,4,31,7,0.0,0.06,0.6,1.4,1.15
Hyderabad,Madhapur,Two-Wheeler ICE,Swiggy,Monsoon,8,10,11,0.17,0.9,0.15,1.3,1.09
Bengaluru,Indiranagar,Two-Wheeler EV,Swiggy,Pre-monsoon,3,35,9,0.0,0.03,1.2,1.1,0.98
Hyderabad,Madhapur,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,37,11,1.53,0.2,0.3,1.3,1.15
Delhi,Saket,Two-Wheeler ICE,Swiggy,Post-monsoon,10,29,6,1.4,0.6,35.0,1.05,1.32
Chennai,Velachery,Two-Wheeler EV,Swiggy,Pre-monsoon,4,13,11,1.0,0.4,0.8,1.4,1.06
Bengaluru,Mahadevapura,Two-Wheeler ICE,Zomato,Pre-monsoon,5,19,12,0.0,0.12,0.6,1.5,1.15
Mumbai,Dharavi,Two-Wheeler ICE,Swiggy,Monsoon,7,27,11,0.0,10.8,0.2,1.35,1.48
Hyderabad,Charminar,Two-Wheeler ICE,Swiggy,Monsoon,9,40,6,0.17,0.6,0.3,1.35,1.2
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Post-monsoon,10,18,11,1.4,0.6,35.0,1.35,1.47
Mumbai,Andheri,Bicycle,Zomato,Pre-monsoon,4,36,11,0.0,1.2,0.4,1.3,1.09
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Swiggy,Post-monsoon,10,14,7,0.0,0.24,2.1,1.45,1.09
Mumbai,Kurla,Two-Wheeler ICE,Zomato,Monsoon,6,14,11,0.0,7.2,0.2,1.35,1.33
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Post-monsoon,11,41,11,0.2,1.0,3.6,1.38,1.2
